team,player_name,position,caps,club,overall,pace,shooting,passing,dribbling,defending,physic,preferred_foot,total_goals,total_assists,total_minutes,market_value_in_eur,photo_url
Bosnia and Herzegovina,Dennis Hadžikadunić,DEF,32,,79.0,75.0,42.0,53.0,57.0,81.0,81.0,Right,3.0,3.0,6633.0,1300000.0,https://ui-avatars.com/api/?name=Dennis%20Had%C5%BEikaduni%C4%87&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Bosnia and Herzegovina,Tarik Muharemović,DEF,14,,69.0,59.0,43.0,53.0,66.0,80.0,70.0,Right,2.0,2.0,2925.0,20000000.0,https://ui-avatars.com/api/?name=Tarik%20Muharemovi%C4%87&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Bosnia and Herzegovina,Sead Kolašinac,DEF,65,,72.0,74.0,47.0,65.0,62.0,74.0,82.0,Right,16.0,35.0,28848.0,6000000.0,https://ui-avatars.com/api/?name=Sead%20Kola%C5%A1inac&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Bosnia and Herzegovina,Benjamin Tahirović,MID,28,,73.0,75.0,73.0,69.0,82.0,74.0,61.0,Right,3.0,6.0,4594.0,4500000.0,https://ui-avatars.com/api/?name=Benjamin%20Tahirovi%C4%87&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Bosnia and Herzegovina,Amar Dedić,DEF,28,,77.0,78.0,52.0,62.0,54.0,78.0,77.0,Right,1.0,8.0,4544.0,15000000.0,https://ui-avatars.com/api/?name=Amar%20Dedi%C4%87&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Bosnia and Herzegovina,Armin Gigović,MID,20,,68.0,79.0,55.0,79.0,68.0,60.0,76.0,Right,11.0,5.0,6357.0,2500000.0,https://ui-avatars.com/api/?name=Armin%20Gigovi%C4%87&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Bosnia and Herzegovina,Samed Baždar,FWD,13,,68.0,73.0,76.0,57.0,72.0,40.0,63.0,Right,0.0,1.0,45.0,1500000.0,https://ui-avatars.com/api/?name=Samed%20Ba%C5%BEdar&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Bosnia and Herzegovina,Ermedin Demirović,FWD,40,,79.0,88.0,72.0,59.0,77.0,27.0,62.0,Right,67.0,42.0,13511.0,22000000.0,https://ui-avatars.com/api/?name=Ermedin%20Demirovi%C4%87&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Bosnia and Herzegovina,Edin Džeko,FWD,148,,72.0,76.0,77.0,64.0,74.0,41.0,71.0,Right,234.0,110.0,39300.0,1500000.0,https://ui-avatars.com/api/?name=Edin%20D%C5%BEeko&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Bosnia and Herzegovina,Mladen Jurkas,GK,0,,76.0,53.0,20.0,58.0,42.0,21.0,78.0,Right,,,,,https://ui-avatars.com/api/?name=Mladen%20Jurkas&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Bosnia and Herzegovina,Ivan Bašić,MID,17,,68.0,74.0,62.0,66.0,79.0,57.0,66.0,Right,0.0,2.0,2409.0,600000.0,https://ui-avatars.com/api/?name=Ivan%20Ba%C5%A1i%C4%87&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Bosnia and Herzegovina,Ivan Šunjić,MID,11,,77.0,59.0,76.0,67.0,78.0,67.0,71.0,Right,0.0,2.0,2409.0,600000.0,https://ui-avatars.com/api/?name=Ivan%20%C5%A0unji%C4%87&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Bosnia and Herzegovina,Amar Memić,MID,13,,68.0,79.0,66.0,69.0,81.0,76.0,76.0,Right,0.0,2.0,1428.0,4500000.0,https://ui-avatars.com/api/?name=Amar%20Memi%C4%87&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Bosnia and Herzegovina,Amir Hadžiahmetović,MID,36,,74.0,72.0,59.0,78.0,69.0,60.0,78.0,Right,15.0,27.0,18283.0,4200000.0,https://ui-avatars.com/api/?name=Amir%20Had%C5%BEiahmetovi%C4%87&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Bosnia and Herzegovina,Dženis Burnić,MID,20,,74.0,63.0,56.0,70.0,69.0,51.0,77.0,Right,0.0,0.0,635.0,1200000.0,https://ui-avatars.com/api/?name=D%C5%BEenis%20Burni%C4%87&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Bosnia and Herzegovina,Nikola Katić,DEF,17,,78.0,73.0,36.0,69.0,55.0,72.0,77.0,Right,4.0,2.0,5025.0,1800000.0,https://ui-avatars.com/api/?name=Nikola%20Kati%C4%87&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Bosnia and Herzegovina,Kerim Alajbegović,FWD,10,,79.0,81.0,70.0,71.0,76.0,28.0,67.0,Right,2.0,1.0,436.0,15000000.0,https://ui-avatars.com/api/?name=Kerim%20Alajbegovi%C4%87&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Bosnia and Herzegovina,Esmir Bajraktarević,FWD,16,,75.0,88.0,77.0,71.0,83.0,29.0,59.0,Right,7.0,5.0,1447.0,5000000.0,https://ui-avatars.com/api/?name=Esmir%20Bajraktarevi%C4%87&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Bosnia and Herzegovina,Stjepan Radeljić,DEF,5,,73.0,75.0,36.0,62.0,60.0,82.0,80.0,Right,0.0,0.0,570.0,2800000.0,https://ui-avatars.com/api/?name=Stjepan%20Radelji%C4%87&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Bosnia and Herzegovina,Martin Zlomislić,GK,3,,70.0,54.0,28.0,55.0,44.0,23.0,72.0,Right,0.0,0.0,570.0,2000000.0,https://ui-avatars.com/api/?name=Martin%20Zlomisli%C4%87&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Bosnia and Herzegovina,Haris Tabaković,FWD,10,,71.0,79.0,71.0,57.0,74.0,29.0,75.0,Right,19.0,5.0,3795.0,3000000.0,https://ui-avatars.com/api/?name=Haris%20Tabakovi%C4%87&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Bosnia and Herzegovina,Arjan Malić,DEF,8,,79.0,64.0,56.0,70.0,55.0,72.0,74.0,Right,1.0,0.0,648.0,1800000.0,https://ui-avatars.com/api/?name=Arjan%20Mali%C4%87&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Bosnia and Herzegovina,Jovo Lukić,FWD,3,,76.0,83.0,77.0,68.0,73.0,41.0,71.0,Right,1.0,0.0,130.0,1500000.0,https://ui-avatars.com/api/?name=Jovo%20Luki%C4%87&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Bosnia and Herzegovina,Ermin Mahmić,MID,2,,77.0,70.0,63.0,79.0,76.0,71.0,74.0,Right,,,,,https://ui-avatars.com/api/?name=Ermin%20Mahmi%C4%87&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Canada,Dayne St. Clair,GK,20,,75.0,53.0,30.0,55.0,42.0,18.0,74.0,Right,,,,,https://ui-avatars.com/api/?name=Dayne%20St.%20Clair&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Canada,Alistair Johnston,DEF,58,,71.0,55.0,42.0,66.0,52.0,84.0,73.0,Right,6.0,18.0,8646.0,8000000.0,https://ui-avatars.com/api/?name=Alistair%20Johnston&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Canada,Alfie Jones,DEF,2,,75.0,76.0,48.0,63.0,51.0,84.0,79.0,Right,1.0,0.0,1336.0,6000000.0,https://ui-avatars.com/api/?name=Alfie%20Jones&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Canada,Luc de Fougerolles,DEF,13,,78.0,78.0,53.0,56.0,52.0,78.0,83.0,Right,0.0,1.0,1550.0,1000000.0,https://ui-avatars.com/api/?name=Luc%20de%20Fougerolles&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Canada,Joel Waterman,DEF,17,,78.0,69.0,47.0,67.0,55.0,74.0,72.0,Right,10.0,3.0,5777.0,200000.0,https://ui-avatars.com/api/?name=Joel%20Waterman&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Canada,Mathieu Choinière,MID,23,,76.0,80.0,59.0,74.0,74.0,74.0,76.0,Right,,,,,https://ui-avatars.com/api/?name=Mathieu%20Choini%C3%A8re&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Canada,Stephen Eustáquio,MID,56,,74.0,79.0,66.0,81.0,80.0,69.0,63.0,Right,17.0,13.0,17009.0,7000000.0,https://ui-avatars.com/api/?name=Stephen%20Eust%C3%A1quio&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Canada,Ismaël Koné,MID,40,,77.0,60.0,63.0,77.0,69.0,64.0,63.0,Right,8.0,1.0,3601.0,20000000.0,https://ui-avatars.com/api/?name=Isma%C3%ABl%20Kon%C3%A9&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Canada,Cyle Larin,FWD,90,,73.0,73.0,82.0,62.0,79.0,41.0,69.0,Right,66.0,27.0,14643.0,3500000.0,https://ui-avatars.com/api/?name=Cyle%20Larin&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Canada,Jonathan David,FWD,77,,83.0,84.0,82.0,68.0,80.0,32.0,72.0,Right,141.0,42.0,23204.0,35000000.0,https://ui-avatars.com/api/?name=Jonathan%20David&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Canada,Liam Millar,MID,41,,70.0,67.0,63.0,69.0,73.0,69.0,61.0,Right,2.0,2.0,1398.0,1700000.0,https://ui-avatars.com/api/?name=Liam%20Millar&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Canada,Tani Oluwaseyi,FWD,24,,78.0,84.0,73.0,59.0,80.0,25.0,63.0,Right,7.0,2.0,1535.0,8000000.0,https://ui-avatars.com/api/?name=Tani%20Oluwaseyi&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Canada,Derek Cornelius,DEF,44,,73.0,77.0,50.0,53.0,60.0,79.0,76.0,Right,3.0,3.0,5709.0,2500000.0,https://ui-avatars.com/api/?name=Derek%20Cornelius&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Canada,Jacob Shaffelburg,MID,31,,76.0,80.0,57.0,72.0,72.0,53.0,65.0,Right,0.0,1.0,2625.0,650000.0,https://ui-avatars.com/api/?name=Jacob%20Shaffelburg&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Canada,Moïse Bombito,DEF,20,,69.0,74.0,45.0,53.0,64.0,77.0,75.0,Right,0.0,0.0,2881.0,8000000.0,https://ui-avatars.com/api/?name=Mo%C3%AFse%20Bombito&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Canada,Maxime Crépeau,GK,32,,68.0,53.0,27.0,45.0,32.0,26.0,66.0,Right,,,,,https://ui-avatars.com/api/?name=Maxime%20Cr%C3%A9peau&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Canada,Tajon Buchanan,FWD,60,,78.0,79.0,77.0,73.0,84.0,36.0,62.0,Right,13.0,13.0,7163.0,12000000.0,https://ui-avatars.com/api/?name=Tajon%20Buchanan&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Canada,Owen Goodman,GK,0,,73.0,49.0,25.0,43.0,32.0,21.0,65.0,Right,,,,,https://ui-avatars.com/api/?name=Owen%20Goodman&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Canada,Alphonso Davies,DEF,58,,83.0,94.0,60.0,72.0,82.0,76.0,76.0,Right,15.0,40.0,17571.0,45000000.0,https://ui-avatars.com/api/?name=Alphonso%20Davies&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Canada,Ali Ahmed,FWD,24,,71.0,88.0,79.0,69.0,72.0,38.0,63.0,Right,1.0,0.0,2011.0,150000.0,https://ui-avatars.com/api/?name=Ali%20Ahmed&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Canada,Jonathan Osorio,MID,90,,72.0,68.0,58.0,77.0,78.0,52.0,60.0,Right,5.0,11.0,4706.0,800000.0,https://ui-avatars.com/api/?name=Jonathan%20Osorio&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Canada,Richie Laryea,DEF,75,,73.0,72.0,44.0,54.0,59.0,83.0,71.0,Right,,,,,https://ui-avatars.com/api/?name=Richie%20Laryea&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Canada,Niko Sigur,DEF,19,,75.0,56.0,54.0,50.0,54.0,80.0,70.0,Right,0.0,0.0,155.0,4000000.0,https://ui-avatars.com/api/?name=Niko%20Sigur&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Canada,Promise David,FWD,10,,83.0,84.0,82.0,68.0,80.0,32.0,72.0,Right,23.0,6.0,3501.0,17000000.0,https://ui-avatars.com/api/?name=Promise%20David&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Canada,Nathan Saliba,MID,15,,86.0,78.0,40.0,62.0,60.0,87.0,84.0,Right,9.0,5.0,2846.0,2000000.0,https://ui-avatars.com/api/?name=Nathan%20Saliba&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Canada,Jayden Nelson,FWD,14,,76.0,82.0,82.0,60.0,78.0,27.0,74.0,Right,0.0,0.0,45.0,,https://ui-avatars.com/api/?name=Jayden%20Nelson&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Qatar,Mahmud Abunada,GK,5,,72.0,53.0,31.0,51.0,31.0,22.0,72.0,Right,,,,,https://ui-avatars.com/api/?name=Mahmud%20Abunada&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Qatar,Pedro Miguel,DEF,99,,78.0,63.0,36.0,61.0,52.0,74.0,70.0,Right,2.0,7.0,4738.0,150000.0,https://ui-avatars.com/api/?name=Pedro%20Miguel&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Qatar,Lucas Mendes,DEF,25,,75.0,76.0,42.0,60.0,58.0,76.0,83.0,Right,3.0,2.0,4696.0,350000.0,https://ui-avatars.com/api/?name=Lucas%20Mendes&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Qatar,Issa Laye,DEF,4,,79.0,57.0,55.0,54.0,54.0,74.0,80.0,Right,,,,,https://ui-avatars.com/api/?name=Issa%20Laye&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Qatar,Jassem Gaber,DEF,32,,77.0,58.0,47.0,59.0,67.0,79.0,77.0,Right,,,,,https://ui-avatars.com/api/?name=Jassem%20Gaber&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Qatar,Abdulaziz Hatem,MID,117,,74.0,65.0,68.0,70.0,68.0,72.0,74.0,Right,,,,,https://ui-avatars.com/api/?name=Abdulaziz%20Hatem&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Qatar,Ahmed Alaaeldin,FWD,68,,68.0,88.0,68.0,69.0,78.0,26.0,71.0,Right,0.0,2.0,443.0,150000.0,https://ui-avatars.com/api/?name=Ahmed%20Alaaeldin&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Qatar,Edmilson Junior,FWD,16,,92.0,95.0,85.0,80.0,94.0,30.0,68.0,Right,17.0,13.0,6366.0,1800000.0,https://ui-avatars.com/api/?name=Edmilson%20Junior&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Qatar,Mohammed Muntari,FWD,67,,72.0,79.0,75.0,73.0,78.0,30.0,63.0,Right,0.0,1.0,625.0,150000.0,https://ui-avatars.com/api/?name=Mohammed%20Muntari&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Qatar,Hassan Al-Haydos,FWD,186,,70.0,78.0,70.0,62.0,81.0,39.0,72.0,Right,,,,,https://ui-avatars.com/api/?name=Hassan%20Al-Haydos&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Qatar,Akram Afif,FWD,125,,68.0,78.0,78.0,58.0,84.0,30.0,58.0,Right,1.0,3.0,1436.0,8000000.0,https://ui-avatars.com/api/?name=Akram%20Afif&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Qatar,Karim Boudiaf,MID,118,,72.0,80.0,55.0,68.0,73.0,51.0,69.0,Right,4.0,4.0,2608.0,50000.0,https://ui-avatars.com/api/?name=Karim%20Boudiaf&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Qatar,Ayoub Al-Oui,DEF,6,,72.0,81.0,44.0,50.0,55.0,84.0,84.0,Right,,,,,https://ui-avatars.com/api/?name=Ayoub%20Al-Oui&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Qatar,Homam Ahmed,DEF,68,,71.0,67.0,54.0,64.0,57.0,76.0,82.0,Right,1.0,0.0,2011.0,150000.0,https://ui-avatars.com/api/?name=Homam%20Ahmed&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Qatar,Yusuf Abdurisag,FWD,39,,71.0,83.0,80.0,56.0,82.0,28.0,61.0,Right,23.0,34.0,10317.0,4000000.0,https://ui-avatars.com/api/?name=Yusuf%20Abdurisag&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Qatar,Boualem Khoukhi,DEF,116,,77.0,65.0,39.0,69.0,60.0,81.0,77.0,Right,,,,,https://ui-avatars.com/api/?name=Boualem%20Khoukhi&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Qatar,Ahmed Al-Ganehi,MID,13,,73.0,63.0,62.0,79.0,77.0,63.0,70.0,Right,0.0,2.0,443.0,150000.0,https://ui-avatars.com/api/?name=Ahmed%20Al-Ganehi&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Qatar,Sultan Al-Brake,DEF,17,,79.0,80.0,47.0,57.0,67.0,80.0,70.0,Right,0.0,0.0,26.0,25000.0,https://ui-avatars.com/api/?name=Sultan%20Al-Brake&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Qatar,Almoez Ali,FWD,115,,75.0,82.0,79.0,66.0,75.0,40.0,61.0,Right,1.0,3.0,8729.0,100000.0,https://ui-avatars.com/api/?name=Almoez%20Ali&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Qatar,Ahmed Fathy,MID,48,,72.0,81.0,59.0,72.0,82.0,59.0,76.0,Right,1.0,0.0,2011.0,150000.0,https://ui-avatars.com/api/?name=Ahmed%20Fathy&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Qatar,Salah Zakaria,GK,8,,77.0,48.0,25.0,58.0,42.0,25.0,73.0,Right,0.0,0.0,1037.0,450000.0,https://ui-avatars.com/api/?name=Salah%20Zakaria&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Qatar,Meshaal Barsham,GK,52,,73.0,50.0,26.0,40.0,43.0,22.0,69.0,Right,,,,,https://ui-avatars.com/api/?name=Meshaal%20Barsham&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Qatar,Assim Madibo,MID,51,,77.0,71.0,58.0,65.0,82.0,71.0,78.0,Right,0.0,0.0,1751.0,200000.0,https://ui-avatars.com/api/?name=Assim%20Madibo&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Qatar,Tahsin Jamshid,FWD,3,,75.0,86.0,72.0,69.0,80.0,33.0,67.0,Right,,,,,https://ui-avatars.com/api/?name=Tahsin%20Jamshid&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Qatar,Al-Hashmi Al-Hussain,DEF,8,,71.0,79.0,55.0,58.0,52.0,75.0,78.0,Right,,,,,https://ui-avatars.com/api/?name=Al-Hashmi%20Al-Hussain&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Qatar,Mohamed Manai,FWD,10,,77.0,82.0,73.0,56.0,78.0,26.0,74.0,Right,0.0,1.0,625.0,150000.0,https://ui-avatars.com/api/?name=Mohamed%20Manai&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Switzerland,Gregor Kobel,GK,21,,72.0,45.0,27.0,46.0,33.0,23.0,69.0,Right,0.0,0.0,24501.0,40000000.0,https://ui-avatars.com/api/?name=Gregor%20Kobel&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Switzerland,Miro Muheim,DEF,10,,77.0,55.0,51.0,60.0,67.0,76.0,70.0,Right,0.0,6.0,2767.0,5000000.0,https://ui-avatars.com/api/?name=Miro%20Muheim&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Switzerland,Silvan Widmer,DEF,60,,76.0,71.0,54.0,58.0,66.0,75.0,75.0,Right,14.0,30.0,19739.0,800000.0,https://ui-avatars.com/api/?name=Silvan%20Widmer&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Switzerland,Nico Elvedi,DEF,67,,75.0,62.0,51.0,56.0,50.0,84.0,83.0,Right,19.0,13.0,31141.0,8000000.0,https://ui-avatars.com/api/?name=Nico%20Elvedi&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Switzerland,Manuel Akanji,DEF,81,,84.0,72.0,42.0,65.0,65.0,85.0,82.0,Right,11.0,6.0,28358.0,18000000.0,https://ui-avatars.com/api/?name=Manuel%20Akanji&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Switzerland,Denis Zakaria,MID,65,,76.0,76.0,73.0,81.0,80.0,65.0,67.0,Right,26.0,14.0,19463.0,25000000.0,https://ui-avatars.com/api/?name=Denis%20Zakaria&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Switzerland,Breel Embolo,FWD,86,,72.0,89.0,68.0,68.0,74.0,39.0,75.0,Right,67.0,44.0,16342.0,12000000.0,https://ui-avatars.com/api/?name=Breel%20Embolo&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Switzerland,Remo Freuler,MID,88,,71.0,79.0,71.0,70.0,70.0,53.0,60.0,Right,24.0,28.0,33372.0,4000000.0,https://ui-avatars.com/api/?name=Remo%20Freuler&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Switzerland,Johan Manzambi,MID,12,,77.0,80.0,61.0,67.0,83.0,59.0,69.0,Right,9.0,11.0,3954.0,35000000.0,https://ui-avatars.com/api/?name=Johan%20Manzambi&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Switzerland,Granit Xhaka,MID,146,,84.0,52.0,75.0,82.0,76.0,78.0,82.0,Right,37.0,52.0,45962.0,10000000.0,https://ui-avatars.com/api/?name=Granit%20Xhaka&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Switzerland,Dan Ndoye,FWD,31,,72.0,85.0,69.0,55.0,78.0,31.0,65.0,Right,14.0,12.0,7744.0,35000000.0,https://ui-avatars.com/api/?name=Dan%20Ndoye&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Switzerland,Yvon Mvogo,GK,13,,70.0,48.0,26.0,42.0,37.0,24.0,75.0,Right,0.0,0.0,13944.0,3000000.0,https://ui-avatars.com/api/?name=Yvon%20Mvogo&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Switzerland,Ricardo Rodriguez,DEF,138,,78.0,60.0,78.0,85.0,82.0,38.0,55.0,Right,27.0,39.0,36447.0,1500000.0,https://ui-avatars.com/api/?name=Ricardo%20Rodriguez&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Switzerland,Ardon Jashari,MID,8,,77.0,79.0,69.0,69.0,70.0,68.0,60.0,Right,2.0,5.0,3654.0,30000000.0,https://ui-avatars.com/api/?name=Ardon%20Jashari&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Switzerland,Djibril Sow,MID,52,,81.0,72.0,62.0,66.0,70.0,73.0,73.0,Right,16.0,20.0,18874.0,7500000.0,https://ui-avatars.com/api/?name=Djibril%20Sow&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Switzerland,Christian Fassnacht,FWD,23,,77.0,85.0,78.0,70.0,75.0,29.0,71.0,Right,1.0,0.0,413.0,2000000.0,https://ui-avatars.com/api/?name=Christian%20Fassnacht&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Switzerland,Rubén Vargas,FWD,61,,76.0,87.0,69.0,61.0,81.0,31.0,58.0,Right,28.0,26.0,12261.0,12000000.0,https://ui-avatars.com/api/?name=Rub%C3%A9n%20Vargas&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Switzerland,Eray Cömert,DEF,22,,76.0,75.0,53.0,65.0,68.0,75.0,82.0,Right,5.0,1.0,8362.0,2500000.0,https://ui-avatars.com/api/?name=Eray%20C%C3%B6mert&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Switzerland,Noah Okafor,FWD,25,,81.0,89.0,69.0,55.0,76.0,35.0,67.0,Right,15.0,8.0,3576.0,18000000.0,https://ui-avatars.com/api/?name=Noah%20Okafor&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Switzerland,Michel Aebischer,MID,40,,71.0,60.0,77.0,76.0,71.0,54.0,64.0,Right,3.0,7.0,9205.0,4500000.0,https://ui-avatars.com/api/?name=Michel%20Aebischer&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Switzerland,Marvin Keller,GK,1,,75.0,53.0,28.0,41.0,34.0,20.0,68.0,Right,0.0,0.0,1408.0,7000000.0,https://ui-avatars.com/api/?name=Marvin%20Keller&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Switzerland,Fabian Rieder,MID,28,,79.0,79.0,66.0,81.0,77.0,73.0,73.0,Right,11.0,12.0,4555.0,8000000.0,https://ui-avatars.com/api/?name=Fabian%20Rieder&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Switzerland,Zeki Amdouni,FWD,29,,76.0,88.0,69.0,73.0,72.0,38.0,66.0,Right,14.0,4.0,3285.0,9000000.0,https://ui-avatars.com/api/?name=Zeki%20Amdouni&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Switzerland,Aurèle Amenda,DEF,7,,77.0,56.0,47.0,56.0,58.0,77.0,75.0,Right,0.0,0.0,2100.0,8000000.0,https://ui-avatars.com/api/?name=Aur%C3%A8le%20Amenda&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Switzerland,Luca Jaquez,DEF,3,,80.0,68.0,38.0,62.0,51.0,78.0,74.0,Right,1.0,1.0,1901.0,10000000.0,https://ui-avatars.com/api/?name=Luca%20Jaquez&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Switzerland,Cedric Itten,FWD,15,,80.0,77.0,69.0,64.0,75.0,33.0,63.0,Right,10.0,2.0,2213.0,1800000.0,https://ui-avatars.com/api/?name=Cedric%20Itten&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Brazil,Alisson,GK,78,,89.0,52.0,25.0,60.0,42.0,28.0,82.0,Right,1.0,4.0,35440.0,17000000.0,https://ui-avatars.com/api/?name=Alisson&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Brazil,Éderson Silva,MID,3,,87.0,72.0,75.0,86.0,90.0,62.0,65.0,Right,58.0,27.0,12694.0,200000.0,https://ui-avatars.com/api/?name=%C3%89derson%20Silva&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Brazil,Gabriel Magalhães,DEF,17,,75.0,71.0,39.0,55.0,61.0,78.0,74.0,Right,0.0,0.0,4302.0,500000.0,https://ui-avatars.com/api/?name=Gabriel%20Magalh%C3%A3es&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Brazil,Marquinhos,DEF,105,,86.0,72.0,52.0,68.0,70.0,87.0,82.0,Right,37.0,12.0,40689.0,30000000.0,https://ui-avatars.com/api/?name=Marquinhos&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
